SEX,STATUT,CSP,USAGE,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE,AGECOND_CAT,ACV_CAT
M,C,AUTRE,Prive_Trajet,N,60,BER,F,INS,GO,160-170,B,0.0,Autre,35_45,5_9
M,C,50,Prive,O,64,BER,F,INJ,ES,160-170,B,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,45_55,2_4
M,A,1,Professionnel,N,55,BER,F,INJ,ES,160-170,A,0.0,Autre,45_55,2_4
M,A,50,Prive_Trajet,N,50,BER,F,CAR,ES,160-170,B,0.0,Autre,35_45,>=10
M,A,50,Prive,N,118,BER,F,CAR,ES,170-180,B,0.0,Autre,35_45,>=10
M,A,50,Prive,N,57,BER,F,CAR,ES,170-180,0,0.0,Autre,45_55,>=10
M,A,50,Prive,N,50,BER,F,INJ,ES,140-150,B,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,150-160,B,0.0,Autre,35_45,2_4
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,150-160,B,0.0,Autre,45_55,5_9
M,A,50,Prive_Trajet,N,64,BER,F,INJ,ES,150-160,B,186.8700906,Autre,45_55,2_4
M,A,50,Prive,N,80,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,2_4
M,A,50,Prive,N,85,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,45_55,2_4
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,0_1
M,A,50,Prive,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,0_1
M,A,50,Prive_Trajet,N,68,BER,F,INJ,ES,170-180,B,499.3060423,Autre,55_70,2_4
M,A,50,Prive_Trajet,N,54,BER,F,INJ,GO,140-150,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,O,72,BER,F,INS,GO,160-170,B,0.0,Autre,21_25,5_9
M,A,55,Prive_Trajet,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,45_55,2_4
M,A,60,Prive,O,50,BER,F,INJ,ES,150-160,B,0.0,Individuel_Clos,>70,2_4
M,C,1,Professionnel,N,51,BER,F,INJ,ES,170-180,M1,0.0,Collectif_Clos,45_55,5_9
M,C,AUTRE,Prive_Trajet,N,85,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,>=10
M,C,AUTRE,Prive_Trajet,N,80,BER,F,INJ,ES,170-180,B,0.0,Autre,21_25,>=10
M,C,50,Prive,O,95,BER,F,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
M,C,50,Prive,O,95,BER,F,CAR,ES,150-160,B,0.0,Autre,35_45,>=10
M,C,50,Prive,N,95,BER,F,CAR,ES,160-170,B,0.0,Collectif_Clos,25_35,5_9
M,C,50,Prive_Trajet,N,90,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
M,C,50,Prive,N,90,BER,F,INJ,ES,150-160,B,0.0,Collectif_Clos,25_35,>=10
M,C,50,Prive_Trajet,N,85,BER,F,IDS,GO,160-170,B,0.0,Autre,25_35,2_4
M,C,50,Prive_Trajet,N,164,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,5_9
M,C,55,Prive_Trajet,N,50,BER,F,IDS,GO,160-170,B,0.0,Autre,25_35,2_4
M,C,55,Prive_Trajet,N,90,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
M,C,60,Prive,O,50,BER,F,CAR,ES,160-170,B,0.0,Autre,>70,>=10
M,A,50,Prive_Trajet,N,50,BER,F,CAR,ES,150-160,M1,0.0,Autre,45_55,>=10
M,A,50,Prive,O,50,BER,F,CAR,ES,160-170,B,0.0,Autre,45_55,>=10
M,A,50,Prive,N,62,BER,F,CAR,ES,160-170,B,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,68,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
M,A,50,Prive,N,60,BER,F,INJ,ES,150-160,M1,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,72,BER,F,INJ,ES,150-160,B,0.0,Autre,45_55,5_9
M,A,50,Prive_Trajet,N,90,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,0_1
M,A,50,Prive,O,60,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
M,A,50,Prive_Trajet,N,95,BER,F,INJ,ES,170-180,B,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,72,BER,F,INJ,GO,150-160,B,314.6981873,Autre,35_45,2_4
M,A,50,Prive_Trajet,N,118,BER,F,INJ,GO,150-160,B,0.0,Autre,45_55,>=10
M,A,55,Prive,O,50,BER,F,INJ,ES,160-170,B,0.0,Autre,>70,0_1
M,A,60,Prive,N,50,BER,F,CAR,ES,150-160,M1,0.0,Autre,>70,>=10
M,A,60,Prive,N,50,BER,F,INJ,ES,150-160,B,799.8181269,Autre,55_70,2_4
M,A,60,Prive,N,90,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,55_70,2_4
M,A,60,Prive,O,50,BER,F,INJ,ES,170-180,B,0.0,Individuel_Clos,>70,5_9
M,C,AUTRE,Prive,N,78,BER,F,INJ,GO,160-170,B,0.0,Autre,35_45,5_9
M,C,50,Prive_Trajet,N,50,BER,F,CAR,ES,160-170,B,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,76,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
M,C,50,Prive,N,72,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,25_35,5_9
M,C,50,Prive_Trajet,N,90,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,25_35,2_4
M,C,50,Prive_Trajet,N,95,BER,F,INJ,ES,160-170,B,0.0,Autre,35_45,>=10
M,C,50,Prive,N,62,BER,F,INJ,ES,170-180,M1,0.0,Autre,35_45,5_9
M,C,50,Prive_Trajet,N,64,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
M,A,1,Prive_Trajet,N,50,BER,F,INJ,ES,150-160,B,0.0,Autre,45_55,0_1
M,A,AUTRE,Prive,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,45_55,5_9
M,A,50,Prive,N,50,BER,F,CAR,ES,170-180,B,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,O,72,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,O,50,BER,F,INJ,ES,150-160,B,0.0,Autre,35_45,5_9
M,A,50,Prive_Trajet,N,85,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,85,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,5_9
M,A,60,Prive,O,50,BER,F,CAR,ES,170-180,B,0.0,Collectif_Clos,>70,>=10
M,C,50,Prive_Trajet,N,95,BER,F,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
M,C,50,Prive,N,50,BER,F,CAR,ES,150-160,0,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,85,BER,F,CAR,ES,160-170,B,0.0,Collectif_Clos,35_45,>=10
M,C,50,Prive_Trajet,N,68,BER,F,INJ,ES,150-160,A,0.0,Autre,35_45,2_4
M,C,50,Prive_Trajet,N,90,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,2_4
M,C,50,Prive_Trajet,N,95,BER,F,INJ,ES,170-180,B,0.0,Autre,25_35,5_9
M,C,50,Prive,O,64,BER,F,INJ,ES,170-180,B,0.0,Autre,35_45,2_4
M,C,50,Prive_Trajet,N,90,BER,F,INJ,GO,150-160,B,0.0,Autre,35_45,>=10
M,C,50,Prive_Trajet,N,68,BER,F,INJ,GO,160-170,B,0.0,Autre,25_35,5_9
M,C,55,Prive_Trajet,N,76,BER,F,INJ,GO,150-160,B,0.0,Autre,45_55,>=10
M,A,1,Tournees,N,50,BER,F,INJ,ES,160-170,A,0.0,Autre,>70,0_1
M,A,AUTRE,Professionnel,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,2_4
M,A,50,Prive,N,86,BER,F,CAR,ES,160-170,M1,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,95,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,2_4
M,A,50,Prive_Trajet,N,95,BER,F,INJ,ES,150-160,B,0.0,Autre,35_45,2_4
M,A,50,Prive,N,100,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,60,BER,F,INJ,ES,160-170,B,0.0,Autre,35_45,5_9
M,A,50,Prive,N,85,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,45_55,>=10
M,A,50,Prive_Trajet,O,50,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,45_55,2_4
M,A,50,Prive_Trajet,N,57,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,0_1
M,A,50,Prive_Trajet,N,72,BER,F,INJ,ES,170-180,B,477.0489426,Autre,25_35,2_4
M,A,50,Prive_Trajet,N,64,BER,F,INJ,ES,170-180,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,54,BER,F,INJ,ES,170-180,B,0.0,Autre,35_45,2_4
M,A,55,Prive_Trajet,N,63,BER,F,CAR,ES,160-170,M1,0.0,Autre,55_70,>=10
M,A,55,Prive_Trajet,N,76,BER,F,INJ,ES,150-160,B,0.0,Autre,45_55,5_9
M,A,55,Prive_Trajet,N,55,BER,F,INJ,ES,170-180,B,0.0,Autre,45_55,2_4
M,A,60,Prive,O,50,BER,F,CAR,ES,150-160,B,0.0,Autre,55_70,>=10
M,A,60,Prive,O,50,BER,F,INJ,ES,160-170,B,0.0,Autre,>70,>=10
M,A,60,Prive,N,50,BER,F,INJ,ES,160-170,B,336.2836858,Autre,>70,2_4
M,A,60,Prive,N,54,BER,F,INJ,ES,160-170,B,0.0,Autre,>70,5_9
M,C,AUTRE,Prive_Trajet,N,64,BER,F,INJ,ES,150-160,B,0.0,Autre,21_25,5_9
M,C,AUTRE,Prive_Trajet,N,76,BER,F,INJ,ES,160-170,B,558.0299094,Autre,25_35,0_1
M,C,50,Prive,O,80,BER,F,CAR,ES,160-170,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,O,80,BER,F,CAR,ES,160-170,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,90,BER,F,CAR,ES,160-170,M1,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,90,BER,F,CAR,ES,170-180,B,0.0,Autre,21_25,>=10
M,C,50,Prive_Trajet,O,50,BER,F,INJ,ES,140-150,A,387.9851964,Autre,35_45,5_9
M,C,50,Prive_Trajet,N,57,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,2_4
M,C,50,Professionnel,N,72,BER,F,INJ,ES,150-160,B,89.24048338,Autre,25_35,5_9
M,C,50,Prive_Trajet,N,80,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,2_4
M,C,50,Prive,O,76,BER,F,INJ,ES,160-170,B,0.0,Individuel_Clos,25_35,5_9
M,C,50,Prive_Trajet,N,80,BER,F,INJ,ES,170-180,B,0.0,Autre,21_25,5_9
M,C,50,Prive_Trajet,O,62,BER,F,INJ,ES,170-180,B,0.0,Collectif_Clos,25_35,2_4
M,C,50,Prive_Trajet,N,72,BER,F,INJ,ES,180-190,B,336.4132931,Autre,21_25,2_4
M,C,50,Prive_Trajet,N,90,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
M,C,50,Prive,O,76,BER,F,INJ,GO,150-160,M1,0.0,Collectif_Clos,35_45,>=10
M,C,50,Prive_Trajet,N,50,BER,F,INJ,GO,150-160,B,0.0,Autre,35_45,2_4
M,C,55,Prive_Trajet,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,45_55,2_4
M,C,60,Prive,O,50,BER,F,INJ,ES,150-160,B,0.0,Autre,55_70,2_4
M,C,60,Prive,N,50,BER,F,INJ,ES,150-160,B,0.0,Individuel_Clos,55_70,5_9
M,A,1,Professionnel,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,45_55,0_1
M,A,AUTRE,Professionnel,N,50,BER,F,INJ,ES,160-170,B,98.25407855,Autre,55_70,2_4
M,A,50,Prive_Trajet,N,95,BER,F,INJ,ES,140-150,A,0.0,Autre,45_55,5_9
M,A,50,Prive_Trajet,O,55,BER,F,INJ,ES,140-150,A,0.0,Autre,55_70,2_4
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,150-160,B,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
M,A,50,Prive,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,>=10
M,A,50,Prive,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
M,A,50,Prive_Trajet,N,60,BER,F,INJ,ES,180-190,B,0.0,Autre,25_35,2_4
M,A,50,Prive_Trajet,N,112,BER,F,INJ,GO,140-150,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,50,BER,F,INJ,GO,150-160,B,0.0,Autre,55_70,2_4
M,A,50,Professionnel,N,85,BER,F,INJ,GO,160-170,B,0.0,Autre,35_45,2_4
M,A,60,Prive,N,50,BER,F,CAR,ES,150-160,B,0.0,Autre,55_70,>=10
M,A,60,Prive,O,50,BER,F,CAR,ES,160-170,B,0.0,Autre,>70,>=10
M,A,60,Prive,O,50,BER,F,INJ,ES,160-170,B,0.0,Autre,>70,2_4
M,A,60,Prive,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,>70,2_4
M,A,60,Prive,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,>70,5_9
M,A,60,Prive,O,76,BER,F,INJ,ES,160-170,B,2858.923867,Autre,>70,>=10
M,A,AUTRE,Prive_Trajet,N,70,BER,F,INJ,ES,160-170,B,0.0,Autre,45_55,5_9
M,C,AUTRE,Prive_Trajet,N,80,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,2_4
M,C,50,Prive,N,106,BER,F,CAR,ES,170-180,M1,0.0,Autre,45_55,>=10
M,C,50,Prive,N,85,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,21_25,2_4
M,C,50,Prive_Trajet,N,71,BER,F,INJ,ES,160-170,A,0.0,Autre,21_25,0_1
M,C,50,Prive,O,59,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,O,68,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
M,C,50,Prive_Trajet,N,60,BER,F,INJ,ES,160-170,M1,0.0,Individuel_Clos,25_35,5_9
M,C,55,Prive_Trajet,N,72,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,0_1
M,A,AUTRE,Prive,N,80,BER,F,INJ,ES,170-180,M2,0.0,Autre,45_55,5_9
M,A,AUTRE,Prive,N,95,BER,F,CAR,ES,160-170,B,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,50,BER,F,CAR,ES,150-160,B,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,50,BER,F,CAR,ES,160-170,B,0.0,Autre,55_70,>=10
M,A,50,Prive,O,51,BER,F,CAR,ES,170-180,B,0.0,Individuel_Clos,25_35,>=10
M,A,50,Prive_Trajet,N,50,BER,F,CAR,ES,170-180,B,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,140-150,A,0.0,Autre,45_55,5_9
M,A,50,Prive,O,76,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
M,A,50,Prive,O,50,BER,F,INJ,ES,160-170,A,0.0,Autre,55_70,0_1
M,A,50,Prive,N,50,BER,F,INJ,ES,170-180,B,0.0,Autre,45_55,2_4
M,A,60,Prive,N,50,BER,F,CAR,ES,160-170,M1,0.0,Autre,>70,>=10
M,A,60,Prive,O,50,BER,F,INJ,ES,160-170,M1,0.0,Autre,>70,5_9
M,A,60,Prive,O,50,BER,F,INJ,ES,170-180,B,0.0,Autre,>70,2_4
M,A,AUTRE,Prive_Trajet,N,52,BER,F,INJ,ES,160-170,B,0.0,Individuel_Clos,45_55,2_4
M,C,50,Prive,N,90,BER,F,CAR,ES,150-160,B,0.0,Autre,35_45,>=10
M,C,50,Prive_Trajet,N,95,BER,F,CAR,ES,160-170,B,0.0,Autre,35_45,>=10
M,C,50,Prive,O,50,BER,F,CAR,ES,160-170,M1,0.0,Autre,55_70,>=10
M,C,50,Prive_Trajet,N,85,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,2_4
M,C,50,Prive_Trajet,N,95,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,0_1
M,A,AUTRE,Prive,N,95,BER,F,INS,GO,160-170,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,O,60,BER,F,CAR,ES,150-160,M1,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,80,BER,F,CAR,ES,160-170,M1,0.0,Autre,45_55,>=10
M,A,50,Prive,N,95,BER,F,CAR,ES,160-170,M1,0.0,Autre,45_55,>=10
M,A,50,Tournees,N,90,BER,F,CAR,ES,170-180,B,0.0,Collectif_Clos,25_35,>=10
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,150-160,B,0.0,Autre,35_45,2_4
M,A,50,Prive,O,50,BER,F,INJ,ES,150-160,B,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,85,BER,F,INJ,ES,160-170,B,0.0,Individuel_Clos,25_35,5_9
M,A,50,Prive,N,76,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,25_35,0_1
M,A,50,Prive_Trajet,N,95,BER,F,INJ,ES,170-180,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,90,BER,F,INJ,ES,170-180,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,50,BER,F,INJ,GO,160-170,B,0.0,Autre,45_55,5_9
M,A,50,Professionnel,N,50,BER,F,INJ,GO,160-170,B,0.0,Autre,55_70,5_9
M,A,60,Prive,N,50,BER,F,CAR,ES,170-180,B,0.0,Autre,>70,>=10
M,C,AUTRE,Prive_Trajet,N,90,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
M,C,AUTRE,Prive_Trajet,N,95,BER,F,INJ,GO,150-160,B,0.0,Autre,21_25,>=10
M,C,50,Prive,N,50,BER,F,CAR,ES,170-180,B,0.0,Autre,45_55,>=10
M,C,50,Prive,N,90,BER,F,INJ,ES,150-160,M1,0.0,Autre,25_35,5_9
M,C,50,Prive_Trajet,N,85,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,25_35,2_4
M,C,50,Prive_Trajet,N,68,BER,F,INJ,GO,150-160,B,404.9048338,Autre,25_35,>=10
M,C,50,Prive,N,90,BER,F,INJ,GO,150-160,B,0.0,Autre,35_45,>=10
M,C,60,Prive,N,85,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
M,A,AUTRE,Tournees,N,93,BER,F,CAR,ES,150-160,M1,0.0,Autre,45_55,>=10
M,A,AUTRE,Prive_Trajet,N,50,BER,F,INJ,ES,160-170,B,3980.438973,Collectif_Clos,55_70,0_1
M,A,AUTRE,Prive_Trajet,N,50,BER,F,CAR,ES,160-170,M1,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,125,BER,F,CAR,ES,160-170,B,0.0,Autre,35_45,>=10
M,A,50,Prive,O,50,BER,F,CAR,ES,170-180,B,0.0,Autre,25_35,>=10
M,A,50,Prive,O,85,BER,F,INJ,ES,150-160,M1,0.0,Autre,45_55,>=10
M,A,50,Prive,N,118,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,57,BER,F,INJ,ES,160-170,B,0.0,Collectif_Clos,25_35,2_4
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,35_45,2_4
M,A,50,Prive,N,50,BER,F,INJ,ES,170-180,B,2009.360121,Autre,45_55,0_1
M,A,50,Prive_Trajet,N,60,BER,F,INJ,GO,150-160,B,0.0,Autre,35_45,5_9
M,A,50,Prive,N,100,BER,F,INJ,GO,160-170,B,0.0,Autre,21_25,2_4
M,A,55,Prive_Trajet,N,95,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,>=10
M,A,55,Prive,N,90,BER,F,INJ,ES,160-170,B,0.0,Autre,35_45,>=10
M,C,1,Prive,O,77,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,5_9
M,C,50,Prive_Trajet,N,80,BER,F,CAR,ES,160-170,M1,0.0,Autre,45_55,5_9
M,C,50,Prive_Trajet,N,50,BER,F,INJ,ES,170-180,B,0.0,Autre,55_70,0_1
M,C,50,Prive_Trajet,N,95,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
M,C,55,Prive_Trajet,N,90,BER,F,INJ,ES,150-160,B,0.0,Autre,45_55,5_9
M,C,55,Prive,N,90,BER,F,INJ,ES,170-180,B,1418.610272,Individuel_Clos,45_55,2_4
M,A,AUTRE,Prive_Trajet,N,90,BER,F,INJ,ES,150-160,A,0.0,Autre,35_45,5_9
M,A,AUTRE,Prive,N,95,BER,F,INJ,GO,150-160,B,0.0,Autre,35_45,>=10
M,A,AUTRE,Professionnel,N,76,BER,F,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
M,A,50,Prive,N,57,BER,F,CAR,ES,150-160,B,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,60,BER,F,CAR,ES,160-170,M1,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,O,50,BER,F,CAR,ES,160-170,M1,0.0,Autre,45_55,>=10
M,A,50,Prive,O,95,BER,F,INJ,ES,150-160,M1,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,60,BER,F,INJ,ES,150-160,B,0.0,Autre,35_45,2_4
M,A,50,Professionnel,N,95,BER,F,INJ,ES,160-170,M1,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,O,54,BER,F,INJ,GO,140-150,M1,0.0,Autre,35_45,>=10
M,A,50,Prive,N,72,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,50,BER,F,INJ,GO,150-160,B,3584.924773,Autre,45_55,>=10
M,A,60,Prive,N,57,BER,F,INJ,ES,150-160,M1,0.0,Autre,55_70,>=10
M,C,50,Prive_Trajet,N,95,BER,F,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,N,51,BER,F,INJ,ES,180-190,B,0.0,Autre,35_45,2_4
M,C,60,Prive,N,50,BER,F,INJ,GO,150-160,B,0.0,Collectif_Clos,55_70,5_9
F,A,60,Prive,O,50,BER,F,INJ,ES,150-160,B,0.0,Collectif_Clos,>70,5_9
F,A,50,Prive,O,68,BER,F,INJ,GO,150-160,B,0.0,Autre,21_25,5_9
F,A,50,Prive,O,50,BER,F,INJ,GO,150-160,B,0.0,Autre,45_55,>=10
F,A,55,Prive_Trajet,N,57,BER,F,INJ,ES,160-170,B,0.0,Autre,45_55,2_4
F,A,50,Prive,O,80,BER,F,CAR,ES,160-170,M1,0.0,Autre,21_25,>=10
F,A,50,Prive_Trajet,N,67,BER,F,INJ,ES,150-160,B,1399.781873,Collectif_Clos,35_45,>=10
F,A,55,Prive_Trajet,N,50,BER,F,INJ,GO,160-170,B,0.0,Autre,45_55,5_9
F,A,60,Prive,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
F,A,AUTRE,Professionnel,N,50,BER,F,INJ,ES,160-170,B,1084.942296,Autre,35_45,0_1
F,A,50,Prive_Trajet,N,74,BER,F,INJ,ES,170-180,A,0.0,Autre,35_45,5_9
F,A,60,Prive,N,50,BER,F,INJ,ES,170-180,A,0.0,Autre,>70,2_4
F,C,AUTRE,Prive_Trajet,N,90,BER,F,INJ,ES,170-180,A,0.0,Autre,21_25,5_9
F,A,AUTRE,Prive,O,50,BER,F,INJ,GO,150-160,B,0.0,Autre,55_70,>=10
F,A,50,Prive,O,50,BER,F,INJ,ES,140-150,A,0.0,Autre,35_45,5_9
F,A,50,Prive_Trajet,O,50,BER,F,INJ,ES,150-160,B,907.41571,Autre,45_55,2_4
F,C,AUTRE,Prive_Trajet,N,56,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
F,C,50,Prive_Trajet,N,95,BER,F,INJ,ES,150-160,B,0.0,Collectif_Clos,21_25,5_9
M,A,55,Prive_Trajet,N,67,BER,F,INJ,GO,150-160,B,0.0,Autre,45_55,>=10
M,C,50,Prive_Trajet,N,52,BER,F,INJ,GO,150-160,B,0.0,Autre,25_35,>=10
M,A,50,Prive,O,100,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,>=10
M,C,50,Prive_Trajet,O,50,BER,F,CAR,ES,170-180,B,0.0,Autre,35_45,>=10
M,A,55,Prive_Trajet,N,90,BER,F,CAR,ES,160-170,B,0.0,Autre,35_45,>=10
M,C,55,Prive,N,90,BER,F,CAR,ES,150-160,M1,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,80,BER,F,INJ,ES,150-160,A,2132.098187,Autre,25_35,2_4
M,A,60,Prive,N,50,BER,F,INJ,ES,140-150,A,473.3963746,Autre,55_70,2_4
M,A,50,Prive_Trajet,N,76,BER,F,CAR,ES,170-180,B,0.0,Individuel_Clos,25_35,>=10
M,A,50,Prive_Trajet,O,51,BER,F,INJ,ES,140-150,A,0.0,Autre,55_70,5_9
M,C,50,Professionnel,N,118,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,2_4
M,C,50,Prive,O,148,BER,F,INJ,GO,150-160,B,0.0,Autre,35_45,5_9
M,C,50,Prive_Trajet,N,95,BER,F,INJ,ES,150-160,A,0.0,Autre,25_35,2_4
M,A,50,Prive_Trajet,N,62,BER,F,INJ,ES,170-180,A,4241.691843,Collectif_Clos,35_45,2_4
M,A,55,Prive,N,57,BER,F,INJ,ES,160-170,B,0.0,Autre,35_45,2_4
M,C,50,Prive_Trajet,O,76,BER,F,CAR,ES,150-160,M1,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,O,50,BER,F,INJ,ES,150-160,B,0.0,Autre,55_70,2_4
M,C,55,Prive_Trajet,N,76,BER,F,INJ,ES,160-170,B,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,72,BER,F,INJ,ES,160-170,B,289.8371601,Autre,25_35,2_4
M,A,50,Prive_Trajet,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,35_45,2_4
M,A,50,Prive_Trajet,N,72,BER,F,INJ,GO,160-170,B,0.0,Individuel_Clos,25_35,5_9
F,C,50,Prive,O,72,BER,F,CAR,ES,150-160,B,0.0,Autre,45_55,>=10
M,C,50,Prive,O,95,BER,F,INJ,ES,170-180,B,0.0,Autre,45_55,5_9
F,C,50,Prive_Trajet,N,80,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,2_4
M,A,60,Prive,N,50,BER,F,CAR,ES,170-180,B,0.0,Autre,>70,>=10
F,A,50,Professionnel,N,64,BER,F,INJ,ES,160-170,B,0.0,Individuel_Clos,25_35,5_9
F,A,60,Prive,N,50,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,2_4
F,A,50,Prive,N,80,BER,F,INJ,ES,150-160,B,0.0,Autre,25_35,5_9
F,C,50,Prive_Trajet,N,90,BER,F,INJ,GO,160-170,B,0.0,Autre,35_45,2_4
M,C,50,Prive,N,100,BER,F,INJ,ES,150-160,B,0.0,Collectif_Clos,25_35,5_9
F,A,60,Prive,N,110,BER,F,INJ,ES,160-170,B,0.0,Autre,55_70,0_1
