"","CLM_AMT5","KIDSDRIV","TRAVTIME","CAR_USE","BLUEBOOK","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","REVOLKED","MVR_PTS","AGE","HOMEKIDS","YOJ","INCOME","GENDER","MARRIED","PARENT1","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","AREA","CAR_TYPE_2","CAR_TYPE_3","CAR_TYPE_4","CAR_TYPE_5","CAR_TYPE_6","JOBCLASS_2","JOBCLASS_3","JOBCLASS_4","JOBCLASS_5","JOBCLASS_6","JOBCLASS_7","JOBCLASS_8","JOBCLASS_9","MAX_EDUC_2","MAX_EDUC_3","MAX_EDUC_4","MAX_EDUC_5"
"2803",0,1,-0.026585212279819,1,0.16578724177466,0.893427303436486,1,3,1,1,0,-0.678175947571204,1,-0.118364619919922,0.524756780879706,2,2,1,6,4,0.749240693532091,0.123081413364244,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2804",0,0,0.855573820607429,1,-0.578924451712846,-1.05292991652322,2,5,1,1,1,0.251367708193846,0,-0.367513393321099,0.588906050955441,1,2,1,7,2,0.968928844895038,-1.1278855932616,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"2805",0,0,0.540517023147697,1,0.620203977281265,1.38001660842641,1,6,2,1,1,1.64568319184142,0,0.130784153481255,0.635885581717846,2,2,1,8,2,1.36600864061179,0.205449541313388,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2806",6.194,0,0.66653974213159,2,1.6834674988161,-1.05292991652322,1,1,1,1,0,0.367560665164478,0,0.130784153481255,0.930463904336051,1,1,1,1,5,-1.21199556372061,0.480500558114486,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2807",0,0,0.918585180099375,1,1.09386319457525,1.86660591341634,2,3,1,1,0,0.0189817942525836,0,-0.118364619919922,0.348954339294068,1,2,1,5,2,0.285913073712347,0.123081413364244,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2808",0,0,0.225460225687966,2,1.08851160185437,0.893427303436486,1,1,2,1,0,-0.213404119688679,0,-0.367513393321099,0.775636345178209,2,1,1,1,4,2.4808293109147,1.01662927523985,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2809",4.253,0,0.288471585179912,2,-0.506683263065405,-0.32304595903833,2,2,2,1,0,0.0189817942525836,0,0.379932926882431,-0.187269421626603,2,2,1,3,1,-0.111821779221608,-1.30659516563672,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2810",11.754,0,1.48568741552689,2,0.516593357981336,-1.05292991652322,1,2,1,1,4,0.832332493047003,0,0.379932926882431,0.617155868108009,1,2,1,1,4,1.34999672709203,0.520137656437884,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2811",4.397,0,0.351482944671859,2,0.924161394436981,-0.566340611533293,1,4,1,1,6,0.483753622135109,0,1.12737924708596,0.188689591535222,1,2,1,2,3,0.303624050916103,-0.59175687613624,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2812",0,0,0.16244886619602,1,-1.14122738388321,0.893427303436486,1,2,2,1,2,0.483753622135109,0,0.130784153481255,0.366344633841451,2,1,1,7,4,-1.21199556372061,0.301790985739365,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2813",0,0,2.05278965095441,1,-0.9559464908777,-0.32304595903833,1,5,1,2,0,1.41329727790016,0,0.878230473684785,0.328587859750214,1,2,1,3,3,0.40992906307145,-1.30659516563672,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"2814",0,0,0.16244886619602,2,0.0822223290251922,0.163543345951597,1,4,1,1,1,-0.0972111627180477,0,-0.118364619919922,0.120918000895275,1,1,1,2,3,-1.21199556372061,-0.055628159010877,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2815",1.814,0,-0.152607931263712,2,1.03088356677949,-1.05292991652322,2,1,1,1,1,-0.678175947571204,3,1.12737924708596,0.262907651915512,2,2,1,1,4,0.0304584573331498,2.2675962818657,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2816",0,0,-0.530676088215389,1,-1.29879498277543,-1.05292991652322,2,4,1,1,0,-1.49152664636562,1,-1.36410848692581,0.399842762010748,1,2,1,7,5,0.79748783832853,0.301790985739365,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2817",0,0,0.918585180099375,2,-0.505042084583674,0.40683799844656,3,4,1,1,0,0.0189817942525836,0,0.379932926882431,-0.0818691813927541,1,2,1,3,3,-0.197599735864817,-1.30659516563672,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2818",0,0,1.359664696543,1,1.04564273148692,-0.32304595903833,1,3,1,1,1,-0.445790033629942,0,0.130784153481255,-0.0677296819490606,1,1,1,3,1,-0.156031399005957,-1.30659516563672,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2819",4.634,0,0.0364261472121273,1,0.822417393745639,-0.32304595903833,1,4,1,1,0,1.76187614881205,0,0.878230473684785,0.575226559387474,1,2,1,4,5,1.2156219301111,0.837919702864728,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2820",0,0,0.288471585179912,1,-0.661876100545894,-0.32304595903833,1,3,1,1,0,0.251367708193846,0,1.12737924708596,0.42006697993455,1,2,1,5,5,0.59633594000727,0.123081413364244,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2821",0,0,-1.79090327805431,1,0.346659605556141,-1.05292991652322,1,5,1,1,0,-1.0267548184831,0,-0.865810940123452,0.439117823442317,1,2,1,8,4,0.691206315532869,1.01662927523985,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"2822",0,2,0.288471585179912,1,-0.316665851688883,1.86660591341634,2,4,1,2,1,0.0189817942525836,3,-0.865810940123452,0.12757831873865,1,2,1,9,2,0.21108380353715,-0.299463599502995,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2823",0,0,0.540517023147697,2,0.331312464975823,0.163543345951597,2,6,2,1,3,-1.37533368939499,1,-0.118364619919922,0.204634820367697,1,1,2,2,3,0.0563202423481834,-1.30659516563672,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"2824",4.265,0,-1.53885784008653,1,-0.544910814528062,-1.05292991652322,2,3,2,1,2,-0.445790033629942,0,-0.616662166722275,0.349419168019196,2,2,1,2,2,0.440468583396655,0.301790985739365,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2825",0,0,-1.79090327805431,1,1.62400517211147,-1.05292991652322,2,2,1,1,0,-0.32959707665931,2,0.130784153481255,0.464398469401564,1,1,2,8,3,-1.21199556372061,0.301790985739365,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2826",9.09,0,0.603528382639644,1,-0.934248637464855,-1.05292991652322,1,2,2,1,0,1.52949023487079,0,-0.118364619919922,0.514977259895308,2,1,1,7,4,-1.21199556372061,0.659210130489607,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2827",0,0,0.855573820607429,2,0.695387357538481,0.893427303436486,1,6,1,1,0,-0.678175947571204,2,-0.118364619919922,-0.0217664855398233,2,2,1,3,3,-0.0175537938664222,-1.30659516563672,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"2828",0,0,-0.593687447707335,1,0.0788308736718984,-0.566340611533293,4,3,2,1,3,-1.37533368939499,3,0.629081700283608,-0.0602583920349682,2,1,2,3,3,-0.0841539583647195,-0.055628159010877,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2829",0,0,-1.34982376161069,2,-0.0869085328548121,-1.05292991652322,1,5,1,1,0,-0.910561861512467,2,0.878230473684785,0.372045583295656,1,2,1,2,3,0.481430673957701,0.123081413364244,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"2830",0,0,1.04460789908327,1,-0.198945911201312,-1.05292991652322,1,5,1,1,0,1.64568319184142,2,0.878230473684785,-0.209896760717852,1,2,1,9,3,-0.0563268969225671,-1.30659516563672,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"2831",2.796,0,-0.152607931263712,2,-0.0843956418539015,0.163543345951597,3,3,1,1,7,0.948525450017634,0,-2.60985235393169,-3.18606828074367,1,2,1,9,3,-1.21199556372061,-0.770466448511361,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2832",4.503,3,0.0994375067040735,1,-1.12168589740441,-0.32304595903833,3,5,1,1,0,-0.910561861512467,3,-0.367513393321099,-0.533143939491131,1,1,2,5,3,-0.538046685376981,-0.234337731385998,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"2833",0,0,-1.72789191856237,1,-0.0496302615493801,0.40683799844656,1,5,1,1,1,0.948525450017634,0,0.629081700283608,0.443983101190497,1,1,1,8,4,-1.21199556372061,0.659210130489607,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"2834",0,0,-0.719710166691228,1,1.03520264618404,1.86660591341634,1,6,1,1,0,-0.445790033629942,0,0.130784153481255,0.4187181733004,1,1,1,8,2,0.214896909592954,-0.234337731385998,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2835",4.094,2,-0.215619290755658,1,-0.0349628412350088,-0.32304595903833,2,3,1,1,5,-0.213404119688679,2,0.629081700283608,0.0021334500702159,2,2,1,2,3,-0.229623562904323,-1.30659516563672,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2836",0,0,1.29665333705105,1,-0.203001958395742,1.86660591341634,5,5,1,1,0,-0.678175947571204,3,0.629081700283608,-0.320384094155149,1,2,1,9,3,-1.21199556372061,-1.30659516563672,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"2837",0,0,-1.41283512110264,2,-0.694840344941757,-1.05292991652322,2,2,2,1,1,-0.0972111627180477,0,0.379932926882431,0.00791838632878086,2,2,1,3,1,-0.523021324964069,-1.30659516563672,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2838",0,0,0.351482944671859,1,-0.0484027394956328,1.13672195593145,3,4,1,1,0,1.99426206275332,0,-0.319032424915154,-3.18606828074367,1,2,1,9,1,-1.21199556372061,-0.413047303761119,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2839",0,0,-0.593687447707335,1,-1.37962589605792,0.163543345951597,2,2,2,2,2,-0.561982990600573,0,0.130784153481255,0.744025548102149,2,2,1,7,4,2.11167836386541,-1.30659516563672,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2840",3.741,2,1.04460789908327,1,-2.63255923189443,-1.05292991652322,1,3,2,2,3,1.52949023487079,3,1.87482556728949,-0.390356100032186,2,2,1,9,1,-1.21199556372061,-1.30659516563672,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2841",0,0,-1.79090327805431,1,0.517449916364631,2.83978452339619,1,2,1,1,0,0.367560665164478,0,0.629081700283608,0.611319062294884,1,2,1,7,5,1.55479262441362,1.55275799236521,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2842",0,0,-0.719710166691228,1,0.268381295975946,-0.32304595903833,1,3,2,1,1,-1.49152664636562,1,0.130784153481255,0.36157434868357,2,1,2,8,4,-1.21199556372061,0.480500558114486,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2843",0,0,-0.782721526183174,2,-0.485480347338171,1.13672195593145,1,2,2,1,2,-1.37533368939499,4,1.12737924708596,0.159608806847077,2,1,2,2,3,-1.21199556372061,0.837919702864728,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2844",0,0,-0.593687447707335,2,1.51250533802416,1.86660591341634,2,1,2,1,0,0.483753622135109,0,0.629081700283608,0.581897949922547,2,2,1,7,3,1.18874227284298,0.659210130489607,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2845",0.743,0,1.42267605603495,2,-0.689298109853376,0.893427303436486,2,2,2,1,2,-1.0267548184831,0,0.130784153481255,0.120575144278199,2,2,1,2,1,0.015660160730542,-1.30659516563672,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2846",0,0,1.29665333705105,1,-1.10478399109686,0.163543345951597,2,5,1,1,0,0.483753622135109,0,0.130784153481255,-1.13637762484142,1,1,1,9,1,-1.21199556372061,-0.413047303761119,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2847",0,0,0.351482944671859,1,1.22424449291493,-1.05292991652322,2,3,1,1,0,1.29710432092953,0,-0.616662166722275,0.345093963544274,2,2,1,8,2,0.674552359515014,1.19533884761497,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2848",0,0,-0.593687447707335,1,1.45269971003149,0.163543345951597,4,3,1,1,3,0.948525450017634,0,-2.60985235393169,-3.18606828074367,1,2,1,6,4,-0.703936373270871,1.37404841999009,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2849",0,0,1.42267605603495,2,0.788187877874933,-0.32304595903833,2,4,1,2,1,-1.72391256030689,1,1.12737924708596,0.343136253051214,1,2,1,2,2,0.228661674369348,-0.234337731385998,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2850",0,0,0.66653974213159,1,-0.910721667648045,-1.05292991652322,3,2,1,2,4,-0.678175947571204,0,0.379932926882431,0.111497271949482,2,1,1,3,2,0.269376564492925,0.480500558114486,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2851",0,1,-0.0895965717717652,1,0.812510490983966,-1.05292991652322,1,2,1,1,7,-0.910561861512467,2,-0.616662166722275,0.534349054742925,1,1,2,8,4,-0.262818470069873,1.37404841999009,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2852",0,0,0.477505663655751,1,-0.234450721525977,1.13672195593145,1,2,1,1,0,0.716139536076371,0,0.878230473684785,0.256145134270773,2,2,1,3,2,0.427068465856163,0.301790985739365,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2853",0,0,-0.719710166691228,2,1.32323896168064,0.163543345951597,2,5,1,1,0,1.64568319184142,0,1.12737924708596,0.213132750004071,1,2,1,2,3,0.148390702533403,0.123081413364244,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"2854",5.936,1,-0.467664728723443,1,0.324550719210438,0.40683799844656,1,5,1,1,4,-0.32959707665931,1,-0.118364619919922,0.434719238045887,1,1,2,7,4,-1.21199556372061,1.01662927523985,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"2855",1.744,0,0.729551101623536,2,0.756878357587432,0.163543345951597,2,2,1,1,6,0.716139536076371,0,-1.11495971352463,0.356815339392169,1,2,1,8,2,0.635058916095144,0.480500558114486,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2856",0,0,-1.34982376161069,2,-1.13877138114848,-1.05292991652322,3,2,1,1,0,-1.60771960333625,1,0.629081700283608,0.222460932959494,2,1,2,8,3,-1.21199556372061,-1.30659516563672,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2857",0,0,0.477505663655751,2,-1.84173253194039,-1.05292991652322,1,3,1,1,3,-2.18868438818941,3,-2.60985235393169,-3.18606828074367,2,1,2,9,3,-1.21199556372061,-1.30659516563672,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2858",0,0,0.918585180099375,1,0.682332764508044,0.40683799844656,3,5,1,1,0,1.06471840698827,0,0.878230473684785,0.191311493230744,1,1,1,5,4,-1.21199556372061,1.55275799236521,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"2859",0,0,1.10761925857521,2,0.906206063305123,1.38001660842641,2,1,1,1,2,0.716139536076371,0,1.37652802048714,0.385271090709586,2,2,1,3,3,0.122043470751511,-0.105240231374308,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2860",4.478,0,1.61171013451078,1,-0.429776570722465,0.163543345951597,1,5,1,1,8,1.41329727790016,0,0.878230473684785,0.0468540820335053,1,2,1,6,4,0.291112051989665,0.381467296221477,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"2861",0,0,0.918585180099375,1,-0.0570155776125792,2.1099005659113,2,3,1,1,2,-0.0972111627180477,2,-0.118364619919922,0.0320954763493799,1,1,2,3,3,-1.21199556372061,-0.413047303761119,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2862",7.986,0,-1.79090327805431,1,0.127854001641849,1.13672195593145,2,5,1,1,4,-0.561982990600573,2,0.878230473684785,0.276507024802087,1,1,2,3,3,-0.038232260177262,-0.234337731385998,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"2863",0,0,1.29665333705105,1,-0.0337467070947651,-1.05292991652322,7,3,2,1,1,-3.35061395789572,1,-2.60985235393169,-3.18606828074367,1,1,2,5,1,-1.21199556372061,-0.234337731385998,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2864",0,0,2.05278965095441,1,-1.11200543958039,-1.05292991652322,2,4,1,2,1,-1.25914073242436,5,1.12737924708596,-0.185129736237023,1,1,2,3,1,-1.21199556372061,-1.30659516563672,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2865",0,0,1.98977829146246,1,0.389966466172092,-1.05292991652322,1,3,1,1,1,0.832332493047003,0,0.130784153481255,0.48605013429216,1,1,1,7,4,-1.21199556372061,1.55275799236521,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2866",0,0,0.225460225687966,1,-1.12411534874761,2.83978452339619,2,2,2,1,0,-1.0267548184831,3,0.130784153481255,0.270844113428448,2,1,2,1,4,0.769973968348867,0.169895813837715,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2867",0,0,0.16244886619602,1,0.316787251598195,-1.05292991652322,1,3,2,2,0,-0.910561861512467,0,0.379932926882431,0.258813178077202,2,2,1,7,2,0.0963069623214734,0.301790985739365,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2868",0,2,1.92676693197052,1,-0.255304797580906,-1.05292991652322,1,5,1,1,0,-0.794368904541836,2,0.379932926882431,0.343184114531992,1,2,1,6,4,0.429088550789218,0.301790985739365,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"2869",0,0,-0.215619290755658,1,-1.40849036520136,-0.32304595903833,3,5,1,1,0,-0.678175947571204,0,-0.367513393321099,0.132658847674633,1,2,1,3,3,0.0915151329453909,0.123081413364244,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"2870",5.924,0,-0.0895965717717652,1,-0.263724457817217,0.40683799844656,1,5,1,1,1,-1.49152664636562,0,-0.865810940123452,0.490660188954742,1,1,1,7,2,-1.21199556372061,0.480500558114486,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"2871",0,0,-0.467664728723443,1,1.84687924484186,0.163543345951597,2,4,1,1,0,1.87806910578268,0,1.62567679388831,0.839535141674855,1,1,1,4,5,-1.21199556372061,0.659210130489607,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2872",0,0,-0.404653369231497,2,1.20500349464592,1.13672195593145,1,1,1,1,0,0.135174751223215,0,0.379932926882431,-0.286204998915052,2,2,1,1,4,-0.339037000324874,0.659210130489607,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2873",7.756,0,-0.84573288567512,2,-1.37962589605792,-0.566340611533293,2,2,2,1,4,-0.561982990600573,0,0.379932926882431,0.662481983870609,2,2,1,1,4,1.33146362229924,2.08888670949058,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2874",0,0,0.225460225687966,1,1.05783712923578,1.13672195593145,1,3,1,1,0,0.59994657910574,0,0.130784153481255,0.166733571717507,1,2,1,3,3,0.273455883291845,-0.055628159010877,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2875",5.528,0,0.729551101623536,2,-1.24275095867466,0.163543345951597,1,5,1,1,0,0.0189817942525836,3,1.62567679388831,0.354637085807343,1,2,1,2,2,0.163181169349449,0.301790985739365,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"2876",7.714,0,0.0994375067040735,1,-1.46181985984156,0.163543345951597,2,4,1,1,5,-1.14294777545373,0,0.130784153481255,-0.935489041697565,1,2,1,5,3,-0.373856061167095,-1.30659516563672,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"2877",0,0,0.477505663655751,2,0.801826256349853,0.40683799844656,1,6,1,1,0,0.716139536076371,0,0.629081700283608,0.339606350700227,2,2,1,8,2,0.461574335235895,1.01662927523985,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2878",50.347,0,-0.278630650247604,1,1.6172100452082,-1.05292991652322,1,4,1,2,4,-0.213404119688679,2,0.629081700283608,0.625330322529478,1,2,1,8,2,1.57284811222612,0.480500558114486,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2879",0,0,-0.215619290755658,1,0.961407145830643,0.163543345951597,2,3,1,1,1,-1.25914073242436,3,0.399737143848484,0.564692490364832,2,2,1,8,4,0.96130263278343,0.659210130489607,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2880",2.005,0,-1.03476696415096,1,-0.872966188946188,0.40683799844656,1,4,1,1,6,0.59994657910574,0,0.130784153481255,0.353312204136145,1,1,1,8,5,0.704610910127401,1.01662927523985,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2881",0,0,0.729551101623536,2,-0.584090530024403,1.13672195593145,4,2,2,2,1,-1.37533368939499,3,-0.367513393321099,0.279052133593346,2,2,1,2,3,0.242747460394793,-0.234337731385998,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2882",0,0,0.351482944671859,2,1.05722964923902,-1.05292991652322,1,1,2,1,2,0.483753622135109,0,1.12737924708596,0.339813221334117,2,1,1,8,2,0.790511498501586,0.123081413364244,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2883",0,0,-1.28681240211874,1,0.888043417804884,1.13672195593145,1,3,1,1,0,-0.213404119688679,0,-0.118364619919922,0.780979858966875,1,2,1,4,5,1.87382696386191,0.123081413364244,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2884",5.02,0,0.414494304163805,1,-1.35128153584037,-1.05292991652322,1,5,1,1,5,-0.445790033629942,0,-2.60985235393169,-3.18606828074367,1,2,1,5,2,-0.560283279213704,0.480500558114486,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2885",45.332,0,-0.026585212279819,1,-1.0715154217631,0.163543345951597,1,5,1,1,5,-1.14294777545373,3,0.379932926882431,-0.166651285756524,1,2,1,9,3,-1.21199556372061,-0.413047303761119,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"2886",0,0,1.42267605603495,1,-3.42348824198035,0.163543345951597,1,4,1,1,0,0.135174751223215,0,0.379932926882431,0.499958669560595,1,1,1,8,2,0.744456693942571,-1.30659516563672,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2887",3.255,1,1.17063061806716,1,0.672276225405476,-0.566340611533293,3,2,1,1,1,-0.213404119688679,2,0.130784153481255,0.444143099002295,1,1,2,8,2,-0.379147222965142,-0.034256860021807,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2888",23.866,0,-0.467664728723443,2,-0.914973209241579,2.83978452339619,1,2,2,1,2,-1.25914073242436,4,0.379932926882431,-0.00985267427819584,2,2,1,3,3,0.0917421967556955,-0.234337731385998,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2889",0,2,1.23364197755911,1,-0.141929989981099,0.163543345951597,3,3,1,1,0,-0.561982990600573,2,0.629081700283608,0.384517992298365,1,2,1,8,3,0.639349639131244,-1.30659516563672,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2890",0,0,-0.0895965717717652,1,-1.39977527680442,0.163543345951597,1,5,1,2,3,-1.37533368939499,2,-2.60985235393169,-3.18606828074367,1,2,1,5,3,-1.21199556372061,0.123081413364244,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"2891",0,0,-0.152607931263712,1,0.121258313018666,-1.05292991652322,1,5,1,1,0,-1.37533368939499,1,-1.61325726032698,-0.00757613891311013,1,1,2,3,3,-1.21199556372061,-0.055628159010877,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"2892",0,0,1.48568741552689,1,1.18999794907942,0.163543345951597,1,4,1,1,2,-1.0267548184831,2,-0.367513393321099,0.327523396924871,1,1,2,3,2,-1.21199556372061,0.301790985739365,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2893",19.115,0,-1.79090327805431,1,0.296223959671286,-0.32304595903833,2,3,1,2,3,-1.0267548184831,0,0.130784153481255,0.180475911353565,2,1,1,7,3,-1.21199556372061,-1.30659516563672,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2894",0,0,-0.530676088215389,1,0.361858462266617,1.38001660842641,1,6,2,1,0,0.716139536076371,0,0.629081700283608,0.352517868333047,2,2,1,6,4,0.873624682859619,1.19533884761497,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2895",4.098,0,-1.16078968313485,1,-0.170842689856323,0.163543345951597,2,2,1,1,0,0.59994657910574,0,0.130784153481255,0.301245756270791,2,2,1,2,1,0.550043093602491,-0.055628159010877,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2896",7.153,0,-0.34164200973955,1,-0.651039758506592,1.13672195593145,1,3,2,1,4,1.1809113639589,0,0.878230473684785,-0.163568318541271,2,2,1,3,1,-0.534233579321177,-0.59175687613624,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2897",0,0,-1.79090327805431,1,1.05601398501156,0.163543345951597,1,5,1,1,2,-1.84010551727752,0,0.629081700283608,0.770628143822122,1,1,1,1,5,0.750517432191488,0.301790985739365,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2898",0,1,-1.09777832364291,1,0.969137232305001,0.163543345951597,2,4,1,1,1,-1.0267548184831,2,0.379932926882431,-0.205966426149811,1,2,1,3,1,-0.23158100954488,-1.30659516563672,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2899",0,0,-1.72789191856237,2,1.07234671187764,0.893427303436486,4,5,1,1,3,0.251367708193846,0,-0.367513393321099,0.356434399429158,1,1,1,2,3,-1.21199556372061,-1.30659516563672,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"2900",0,0,0.66653974213159,1,0.273389480505607,-1.05292991652322,1,3,1,1,0,0.832332493047003,0,0.629081700283608,0.513082782838557,2,1,1,7,2,1.2443729063676,-1.30659516563672,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2901",0,0,0.729551101623536,1,-0.0607212788128568,-0.32304595903833,5,5,1,1,0,0.135174751223215,0,-0.865810940123452,-0.920940262264572,1,2,1,5,2,-0.510524985610756,-0.949176020886482,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2902",51.345,0,0.918585180099375,1,0.485442450307369,2.59648987090123,1,2,1,2,1,-1.25914073242436,1,0.130784153481255,0.365225863054428,1,2,1,8,2,0.613550492408709,-1.30659516563672,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
